siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
58,小港,10,風速,WIND_SPEED,m/sec,202009,1.9
58,小港,14,溫度,AMB_TEMP,℃,202009,29.8
58,小港,21,酸雨,PH_RAIN,pH,202009,5
58,小港,22,導電度,RAIN_COND,μmho/cm,202009,35.6
58,小港,31,甲烷,CH4,ppm,202009,1.91
58,小港,32,降雨強度,RAIN_INT,㎜,202009,2.6
58,小港,33,細懸浮微粒,PM2.5,μg/m3,202009,17
58,小港,38,相對濕度,RH,%,202009,70
58,小港,143,小時風速值,WS_HR,m/sec,202009,1.6
59,屏東,1,二氧化硫,SO2,ppb,202009,2.1
59,屏東,2,一氧化碳,CO,ppm,202009,0.35
59,屏東,3,臭氧,O3,ppb,202009,41.5
59,屏東,4,懸浮微粒,PM10,μg/m3,202009,34
59,屏東,5,氮氧化物,NOx,ppb,202009,10.8
59,屏東,6,一氧化氮,NO,ppb,202009,1.4
59,屏東,7,二氧化氮,NO2,ppb,202009,9.4
59,屏東,8,總碳氫化物,THC,ppm,202009,1.95
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.08
59,屏東,10,風速,WIND_SPEED,m/sec,202009,1.7
59,屏東,14,溫度,AMB_TEMP,℃,202009,29.4
59,屏東,31,甲烷,CH4,ppm,202009,1.87
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,202009,18
59,屏東,38,相對濕度,RH,%,202009,74
59,屏東,143,小時風速值,WS_HR,m/sec,202009,1.3
60,潮州,1,二氧化硫,SO2,ppb,202009,1.8
60,潮州,2,一氧化碳,CO,ppm,202009,0.24
60,潮州,3,臭氧,O3,ppb,202009,37.7
60,潮州,4,懸浮微粒,PM10,μg/m3,202009,31
60,潮州,5,氮氧化物,NOx,ppb,202009,5.8
60,潮州,6,一氧化氮,NO,ppb,202009,1
60,潮州,7,二氧化氮,NO2,ppb,202009,4.8
60,潮州,10,風速,WIND_SPEED,m/sec,202009,1.7
60,潮州,14,溫度,AMB_TEMP,℃,202009,28.6
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,202009,17
60,潮州,38,相對濕度,RH,%,202009,85
60,潮州,143,小時風速值,WS_HR,m/sec,202009,1.5
61,恆春,1,二氧化硫,SO2,ppb,202009,0.9
61,恆春,2,一氧化碳,CO,ppm,202009,0.1
61,恆春,3,臭氧,O3,ppb,202009,34.2
61,恆春,4,懸浮微粒,PM10,μg/m3,202009,14
61,恆春,5,氮氧化物,NOx,ppb,202009,2.3
61,恆春,6,一氧化氮,NO,ppb,202009,1.1
61,恆春,7,二氧化氮,NO2,ppb,202009,1.2
62,臺東,2,一氧化碳,CO,ppm,202009,0.26
64,陽明,2,一氧化碳,CO,ppm,202009,0.17
64,陽明,3,臭氧,O3,ppb,202009,44.1
64,陽明,4,懸浮微粒,PM10,μg/m3,202009,18
64,陽明,5,氮氧化物,NOx,ppb,202009,2.7
64,陽明,6,一氧化氮,NO,ppb,202009,0.8
64,陽明,7,二氧化氮,NO2,ppb,202009,1.9
64,陽明,10,風速,WIND_SPEED,m/sec,202009,2.1
64,陽明,14,溫度,AMB_TEMP,℃,202009,21.1
64,陽明,21,酸雨,PH_RAIN,pH,202009,4.6
64,陽明,22,導電度,RAIN_COND,μmho/cm,202009,25.9
66,冬山,2,一氧化碳,CO,ppm,202009,0.24
66,冬山,3,臭氧,O3,ppb,202009,25
66,冬山,4,懸浮微粒,PM10,μg/m3,202009,23
66,冬山,5,氮氧化物,NOx,ppb,202009,9.7
66,冬山,6,一氧化氮,NO,ppb,202009,3
66,冬山,7,二氧化氮,NO2,ppb,202009,6.7
66,冬山,10,風速,WIND_SPEED,m/sec,202009,1.6
66,冬山,14,溫度,AMB_TEMP,℃,202009,27.7
66,冬山,21,酸雨,PH_RAIN,pH,202009,5.2
66,冬山,22,導電度,RAIN_COND,μmho/cm,202009,23.7
66,冬山,32,降雨強度,RAIN_INT,㎜,202009,1.1
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,202009,9
66,冬山,38,相對濕度,RH,%,202009,72
66,冬山,143,小時風速值,WS_HR,m/sec,202009,1.3
67,三重,1,二氧化硫,SO2,ppb,202009,3.2
67,三重,2,一氧化碳,CO,ppm,202009,0.99
67,三重,4,懸浮微粒,PM10,μg/m3,202009,28
67,三重,5,氮氧化物,NOx,ppb,202009,70.5
67,三重,6,一氧化氮,NO,ppb,202009,40
67,三重,7,二氧化氮,NO2,ppb,202009,30.4
67,三重,8,總碳氫化物,THC,ppm,202009,2.15
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.32
67,三重,14,溫度,AMB_TEMP,℃,202009,28.3
67,三重,31,甲烷,CH4,ppm,202009,1.83
67,三重,33,細懸浮微粒,PM2.5,μg/m3,202009,16
67,三重,38,相對濕度,RH,%,202009,69
68,中壢,1,二氧化硫,SO2,ppb,202009,3
68,中壢,2,一氧化碳,CO,ppm,202009,0.87
68,中壢,3,臭氧,O3,ppb,202009,23.2
68,中壢,4,懸浮微粒,PM10,μg/m3,202009,29
68,中壢,5,氮氧化物,NOx,ppb,202009,46.2
68,中壢,6,一氧化氮,NO,ppb,202009,19.4
68,中壢,7,二氧化氮,NO2,ppb,202009,26.8
68,中壢,8,總碳氫化物,THC,ppm,202009,2.12
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.3
68,中壢,10,風速,WIND_SPEED,m/sec,202009,0.9
68,中壢,14,溫度,AMB_TEMP,℃,202009,27.5
68,中壢,31,甲烷,CH4,ppm,202009,1.82
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,202009,16
68,中壢,38,相對濕度,RH,%,202009,76
68,中壢,143,小時風速值,WS_HR,m/sec,202009,0.5
69,竹山,1,二氧化硫,SO2,ppb,202009,1.5
69,竹山,2,一氧化碳,CO,ppm,202009,0.29
69,竹山,3,臭氧,O3,ppb,202009,37.4
69,竹山,4,懸浮微粒,PM10,μg/m3,202009,34
69,竹山,5,氮氧化物,NOx,ppb,202009,9.1
69,竹山,6,一氧化氮,NO,ppb,202009,1.6
69,竹山,7,二氧化氮,NO2,ppb,202009,7.5
69,竹山,10,風速,WIND_SPEED,m/sec,202009,1.4
69,竹山,14,溫度,AMB_TEMP,℃,202009,27.3
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,202009,20
69,竹山,38,相對濕度,RH,%,202009,80
69,竹山,143,小時風速值,WS_HR,m/sec,202009,1.1
70,永和,1,二氧化硫,SO2,ppb,202009,2
70,永和,2,一氧化碳,CO,ppm,202009,0.64
70,永和,3,臭氧,O3,ppb,202009,31.1
70,永和,4,懸浮微粒,PM10,μg/m3,202009,24
70,永和,5,氮氧化物,NOx,ppb,202009,23.9
70,永和,6,一氧化氮,NO,ppb,202009,7.9
70,永和,7,二氧化氮,NO2,ppb,202009,16
70,永和,8,總碳氫化物,THC,ppm,202009,2.16
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.19
70,永和,10,風速,WIND_SPEED,m/sec,202009,1.5
70,永和,14,溫度,AMB_TEMP,℃,202009,27
70,永和,31,甲烷,CH4,ppm,202009,1.96
70,永和,33,細懸浮微粒,PM2.5,μg/m3,202009,13
70,永和,38,相對濕度,RH,%,202009,70
70,永和,143,小時風速值,WS_HR,m/sec,202009,1.2
71,復興,1,二氧化硫,SO2,ppb,202009,2.9
71,復興,2,一氧化碳,CO,ppm,202009,0.45
71,復興,3,臭氧,O3,ppb,202009,38.4
71,復興,4,懸浮微粒,PM10,μg/m3,202009,29
71,復興,5,氮氧化物,NOx,ppb,202009,16.3
71,復興,6,一氧化氮,NO,ppb,202009,3
71,復興,7,二氧化氮,NO2,ppb,202009,13.3
71,復興,8,總碳氫化物,THC,ppm,202009,2.1
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.16
71,復興,10,風速,WIND_SPEED,m/sec,202009,1.1
71,復興,14,溫度,AMB_TEMP,℃,202009,30.1
71,復興,31,甲烷,CH4,ppm,202009,1.94
71,復興,33,細懸浮微粒,PM2.5,μg/m3,202009,17
71,復興,38,相對濕度,RH,%,202009,73
71,復興,143,小時風速值,WS_HR,m/sec,202009,0.8
72,埔里,1,二氧化硫,SO2,ppb,202009,1.9
72,埔里,2,一氧化碳,CO,ppm,202009,0.29
72,埔里,4,懸浮微粒,PM10,μg/m3,202009,26
72,埔里,5,氮氧化物,NOx,ppb,202009,8.4
72,埔里,6,一氧化氮,NO,ppb,202009,1.1
72,埔里,7,二氧化氮,NO2,ppb,202009,7.3
72,埔里,10,風速,WIND_SPEED,m/sec,202009,1.7
72,埔里,14,溫度,AMB_TEMP,℃,202009,26.8
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,202009,16
72,埔里,38,相對濕度,RH,%,202009,75
72,埔里,143,小時風速值,WS_HR,m/sec,202009,1.3
75,馬祖,1,二氧化硫,SO2,ppb,202009,2.1
75,馬祖,2,一氧化碳,CO,ppm,202009,0.21
75,馬祖,3,臭氧,O3,ppb,202009,58.2
75,馬祖,5,氮氧化物,NOx,ppb,202009,6
75,馬祖,6,一氧化氮,NO,ppb,202009,0.9
75,馬祖,7,二氧化氮,NO2,ppb,202009,5.1
75,馬祖,14,溫度,AMB_TEMP,℃,202009,26.2
75,馬祖,21,酸雨,PH_RAIN,pH,202009,5.9
75,馬祖,22,導電度,RAIN_COND,μmho/cm,202009,38.9
75,馬祖,32,降雨強度,RAIN_INT,㎜,202009,2.2
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,202009,15
75,馬祖,38,相對濕度,RH,%,202009,86
75,馬祖,143,小時風速值,WS_HR,m/sec,202009,1.5
77,金門,1,二氧化硫,SO2,ppb,202009,2.7
77,金門,2,一氧化碳,CO,ppm,202009,0.26
77,金門,3,臭氧,O3,ppb,202009,46
77,金門,4,懸浮微粒,PM10,μg/m3,202009,36
77,金門,5,氮氧化物,NOx,ppb,202009,9.3
77,金門,32,降雨強度,RAIN_INT,㎜,202009,1.9
72,埔里,3,臭氧,O3,ppb,202009,38.2
2,汐止,6,一氧化氮,NO,ppb,202009,5.4
2,汐止,5,氮氧化物,NOx,ppb,202009,18.9
2,汐止,4,懸浮微粒,PM10,μg/m3,202009,26
2,汐止,3,臭氧,O3,ppb,202009,30.6
2,汐止,2,一氧化碳,CO,ppm,202009,0.36
77,金門,33,細懸浮微粒,PM2.5,μg/m3,202009,19
77,金門,38,相對濕度,RH,%,202009,73
77,金門,143,小時風速值,WS_HR,m/sec,202009,2.2
78,馬公,1,二氧化硫,SO2,ppb,202009,1.4
78,馬公,2,一氧化碳,CO,ppm,202009,0.2
78,馬公,3,臭氧,O3,ppb,202009,47.8
78,馬公,4,懸浮微粒,PM10,μg/m3,202009,25
78,馬公,5,氮氧化物,NOx,ppb,202009,3.7
78,馬公,6,一氧化氮,NO,ppb,202009,1
78,馬公,7,二氧化氮,NO2,ppb,202009,2.7
78,馬公,10,風速,WIND_SPEED,m/sec,202009,3.2
78,馬公,14,溫度,AMB_TEMP,℃,202009,28.6
78,馬公,21,酸雨,PH_RAIN,pH,202009,4.2
78,馬公,22,導電度,RAIN_COND,μmho/cm,202009,3.9
78,馬公,32,降雨強度,RAIN_INT,㎜,202009,7.8
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,202009,10
78,馬公,38,相對濕度,RH,%,202009,79
78,馬公,143,小時風速值,WS_HR,m/sec,202009,2.7
80,關山,1,二氧化硫,SO2,ppb,202009,2.3
80,關山,3,臭氧,O3,ppb,202009,24.9
80,關山,4,懸浮微粒,PM10,μg/m3,202009,14
80,關山,5,氮氧化物,NOx,ppb,202009,4.7
80,關山,6,一氧化氮,NO,ppb,202009,1.4
80,關山,7,二氧化氮,NO2,ppb,202009,3.3
80,關山,10,風速,WIND_SPEED,m/sec,202009,1.2
80,關山,14,溫度,AMB_TEMP,℃,202009,26.4
80,關山,33,細懸浮微粒,PM2.5,μg/m3,202009,7
80,關山,38,相對濕度,RH,%,202009,80
80,關山,143,小時風速值,WS_HR,m/sec,202009,0.9
83,麥寮,1,二氧化硫,SO2,ppb,202009,2.6
83,麥寮,2,一氧化碳,CO,ppm,202009,0.27
83,麥寮,3,臭氧,O3,ppb,202009,36
83,麥寮,4,懸浮微粒,PM10,μg/m3,202009,38
83,麥寮,5,氮氧化物,NOx,ppb,202009,9.7
83,麥寮,6,一氧化氮,NO,ppb,202009,1.8
83,麥寮,7,二氧化氮,NO2,ppb,202009,7.9
83,麥寮,8,總碳氫化物,THC,ppm,202009,2.15
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.07
83,麥寮,10,風速,WIND_SPEED,m/sec,202009,2.7
83,麥寮,14,溫度,AMB_TEMP,℃,202009,28.1
83,麥寮,31,甲烷,CH4,ppm,202009,2.08
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,202009,17
83,麥寮,38,相對濕度,RH,%,202009,83
83,麥寮,143,小時風速值,WS_HR,m/sec,202009,2.4
84,富貴角,1,二氧化硫,SO2,ppb,202009,0.4
84,富貴角,2,一氧化碳,CO,ppm,202009,0.15
84,富貴角,3,臭氧,O3,ppb,202009,49.4
84,富貴角,4,懸浮微粒,PM10,μg/m3,202009,40
84,富貴角,5,氮氧化物,NOx,ppb,202009,2.2
84,富貴角,6,一氧化氮,NO,ppb,202009,0.2
84,富貴角,7,二氧化氮,NO2,ppb,202009,2.2
84,富貴角,8,總碳氫化物,THC,ppm,202009,1.91
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,202009,0.02
84,富貴角,10,風速,WIND_SPEED,m/sec,202009,3.8
84,富貴角,14,溫度,AMB_TEMP,℃,202009,26.7
84,富貴角,31,甲烷,CH4,ppm,202009,1.89
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,202009,13
84,富貴角,38,相對濕度,RH,%,202009,79
84,富貴角,143,小時風速值,WS_HR,m/sec,202009,3.7
1,基隆,4,懸浮微粒,PM10,μg/m3,202009,24
1,基隆,3,臭氧,O3,ppb,202009,34.6
1,基隆,2,一氧化碳,CO,ppm,202009,0.27
29,沙鹿,7,二氧化氮,NO2,ppb,202010,7.2
29,沙鹿,6,一氧化氮,NO,ppb,202010,1.6
29,沙鹿,5,氮氧化物,NOx,ppb,202010,8.7
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202010,30
29,沙鹿,3,臭氧,O3,ppb,202010,39.9
29,沙鹿,2,一氧化碳,CO,ppm,202010,0.26
29,沙鹿,1,二氧化硫,SO2,ppb,202010,1.3
28,豐原,143,小時風速值,WS_HR,m/sec,202010,1.8
28,豐原,38,相對濕度,RH,%,202010,72
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202010,14
28,豐原,31,甲烷,CH4,ppm,202010,1.81
28,豐原,14,溫度,AMB_TEMP,℃,202010,25
28,豐原,10,風速,WIND_SPEED,m/sec,202010,2
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.08
84,富貴角,6,一氧化氮,NO,ppb,202010,0.1
84,富貴角,7,二氧化氮,NO2,ppb,202010,1.1
84,富貴角,8,總碳氫化物,THC,ppm,202010,1.89
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.01
84,富貴角,10,風速,WIND_SPEED,m/sec,202010,8.9
84,富貴角,14,溫度,AMB_TEMP,℃,202010,24.1
84,富貴角,31,甲烷,CH4,ppm,202010,1.88
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,202010,14
84,富貴角,38,相對濕度,RH,%,202010,77
84,富貴角,143,小時風速值,WS_HR,m/sec,202010,5.6
46,臺南,143,小時風速值,WS_HR,m/sec,202010,1.7
46,臺南,38,相對濕度,RH,%,202010,70
28,豐原,8,總碳氫化物,THC,ppm,202010,1.88
28,豐原,7,二氧化氮,NO2,ppb,202010,7.2
28,豐原,6,一氧化氮,NO,ppb,202010,1.7
28,豐原,5,氮氧化物,NOx,ppb,202010,8.9
28,豐原,4,懸浮微粒,PM10,μg/m3,202010,26
28,豐原,3,臭氧,O3,ppb,202010,38.1
28,豐原,2,一氧化碳,CO,ppm,202010,0.25
28,豐原,1,二氧化硫,SO2,ppb,202010,1.4
27,三義,143,小時風速值,WS_HR,m/sec,202010,3.9
27,三義,38,相對濕度,RH,%,202010,78
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202010,12
75,馬祖,5,氮氧化物,NOx,ppb,202010,4.8
75,馬祖,4,懸浮微粒,PM10,μg/m3,202010,36
75,馬祖,3,臭氧,O3,ppb,202010,58.5
75,馬祖,2,一氧化碳,CO,ppm,202010,0.18
75,馬祖,1,二氧化硫,SO2,ppb,202010,1.7
72,埔里,143,小時風速值,WS_HR,m/sec,202010,1.2
72,埔里,38,相對濕度,RH,%,202010,72
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,202010,19
72,埔里,14,溫度,AMB_TEMP,℃,202010,25.6
72,埔里,10,風速,WIND_SPEED,m/sec,202010,1.6
72,埔里,7,二氧化氮,NO2,ppb,202010,8.6
72,埔里,6,一氧化氮,NO,ppb,202010,1.3
72,埔里,5,氮氧化物,NOx,ppb,202010,9.9
72,埔里,4,懸浮微粒,PM10,μg/m3,202010,32
54,左營,38,相對濕度,RH,%,202010,75
72,埔里,3,臭氧,O3,ppb,202010,39.7
72,埔里,2,一氧化碳,CO,ppm,202010,0.32
72,埔里,1,二氧化硫,SO2,ppb,202010,1.9
71,復興,143,小時風速值,WS_HR,m/sec,202010,0.6
71,復興,38,相對濕度,RH,%,202010,72
71,復興,33,細懸浮微粒,PM2.5,μg/m3,202010,24
71,復興,31,甲烷,CH4,ppm,202010,1.96
54,左營,143,小時風速值,WS_HR,m/sec,202010,1.7
56,前金,1,二氧化硫,SO2,ppb,202010,3
56,前金,2,一氧化碳,CO,ppm,202010,0.37
56,前金,3,臭氧,O3,ppb,202010,45.4
56,前金,4,懸浮微粒,PM10,μg/m3,202010,57
56,前金,5,氮氧化物,NOx,ppb,202010,15.2
56,前金,6,一氧化氮,NO,ppb,202010,1.9
56,前金,7,二氧化氮,NO2,ppb,202010,13.3
56,前金,8,總碳氫化物,THC,ppm,202010,2.05
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.12
56,前金,10,風速,WIND_SPEED,m/sec,202010,2.2
56,前金,14,溫度,AMB_TEMP,℃,202010,27.4
56,前金,31,甲烷,CH4,ppm,202010,1.94
56,前金,33,細懸浮微粒,PM2.5,μg/m3,202010,26
56,前金,38,相對濕度,RH,%,202010,73
56,前金,143,小時風速值,WS_HR,m/sec,202010,1.9
57,前鎮,1,二氧化硫,SO2,ppb,202010,2.8
57,前鎮,2,一氧化碳,CO,ppm,202010,0.47
57,前鎮,3,臭氧,O3,ppb,202010,40
57,前鎮,4,懸浮微粒,PM10,μg/m3,202010,53
57,前鎮,5,氮氧化物,NOx,ppb,202010,21
57,前鎮,6,一氧化氮,NO,ppb,202010,2.7
57,前鎮,7,二氧化氮,NO2,ppb,202010,18.3
57,前鎮,8,總碳氫化物,THC,ppm,202010,2.12
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.15
57,前鎮,10,風速,WIND_SPEED,m/sec,202010,1.5
57,前鎮,14,溫度,AMB_TEMP,℃,202010,27.9
57,前鎮,31,甲烷,CH4,ppm,202010,1.98
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,202010,24
57,前鎮,38,相對濕度,RH,%,202010,74
57,前鎮,143,小時風速值,WS_HR,m/sec,202010,1.2
70,永和,10,風速,WIND_SPEED,m/sec,202010,2.2
80,關山,6,一氧化氮,NO,ppb,202010,1.2
58,小港,1,二氧化硫,SO2,ppb,202010,3.1
58,小港,2,一氧化碳,CO,ppm,202010,0.38
58,小港,3,臭氧,O3,ppb,202010,39.6
10,淡水,5,氮氧化物,NOx,ppb,202010,5
10,淡水,6,一氧化氮,NO,ppb,202010,1.1
10,淡水,7,二氧化氮,NO2,ppb,202010,3.9
13,萬華,1,二氧化硫,SO2,ppb,202010,1.8
13,萬華,3,臭氧,O3,ppb,202010,34.5
13,萬華,10,風速,WIND_SPEED,m/sec,202010,2.5
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.11
17,桃園,38,相對濕度,RH,%,202010,75
18,大園,5,氮氧化物,NOx,ppb,202010,13.3
18,大園,6,一氧化氮,NO,ppb,202010,3
18,大園,7,二氧化氮,NO2,ppb,202010,10.4
18,大園,10,風速,WIND_SPEED,m/sec,202010,6.3
18,大園,14,溫度,AMB_TEMP,℃,202010,24
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202010,12
18,大園,38,相對濕度,RH,%,202010,77
18,大園,143,小時風速值,WS_HR,m/sec,202010,5.8
14,古亭,8,總碳氫化物,THC,ppm,202010,1.99
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,202010,22
46,臺南,31,甲烷,CH4,ppm,202010,1.94
46,臺南,14,溫度,AMB_TEMP,℃,202010,27.3
46,臺南,10,風速,WIND_SPEED,m/sec,202010,2.1
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,202010,0.12
46,臺南,8,總碳氫化物,THC,ppm,202010,2.06
46,臺南,7,二氧化氮,NO2,ppb,202010,12.4
46,臺南,6,一氧化氮,NO,ppb,202010,1.6
46,臺南,5,氮氧化物,NOx,ppb,202010,13.9
46,臺南,4,懸浮微粒,PM10,μg/m3,202010,54
46,臺南,3,臭氧,O3,ppb,202010,40.3
46,臺南,2,一氧化碳,CO,ppm,202010,0.38
46,臺南,1,二氧化硫,SO2,ppb,202010,2.7
19,觀音,1,二氧化硫,SO2,ppb,202010,3.5
19,觀音,2,一氧化碳,CO,ppm,202010,0.21
19,觀音,3,臭氧,O3,ppb,202010,43.4
19,觀音,4,懸浮微粒,PM10,μg/m3,202010,36
19,觀音,5,氮氧化物,NOx,ppb,202010,7.4
19,觀音,6,一氧化氮,NO,ppb,202010,1
19,觀音,10,風速,WIND_SPEED,m/sec,202010,6.5
19,觀音,14,溫度,AMB_TEMP,℃,202010,23.7
19,觀音,21,酸雨,PH_RAIN,pH,202010,5
19,觀音,22,導電度,RAIN_COND,μmho/cm,202010,436.1
19,觀音,32,降雨強度,RAIN_INT,㎜,202010,0.6
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202010,15
19,觀音,38,相對濕度,RH,%,202010,73
19,觀音,143,小時風速值,WS_HR,m/sec,202010,5.9
20,平鎮,1,二氧化硫,SO2,ppb,202010,2.4
20,平鎮,2,一氧化碳,CO,ppm,202010,0.33
20,平鎮,3,臭氧,O3,ppb,202010,37.6
20,平鎮,4,懸浮微粒,PM10,μg/m3,202010,25
20,平鎮,5,氮氧化物,NOx,ppb,202010,13
20,平鎮,6,一氧化氮,NO,ppb,202010,2.3
20,平鎮,7,二氧化氮,NO2,ppb,202010,10.7
20,平鎮,10,風速,WIND_SPEED,m/sec,202010,3.6
20,平鎮,14,溫度,AMB_TEMP,℃,202010,24.5
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202010,11
20,平鎮,38,相對濕度,RH,%,202010,70
20,平鎮,143,小時風速值,WS_HR,m/sec,202010,3.3
21,龍潭,1,二氧化硫,SO2,ppb,202010,2
21,龍潭,2,一氧化碳,CO,ppm,202010,0.24
21,龍潭,3,臭氧,O3,ppb,202010,42.3
21,龍潭,4,懸浮微粒,PM10,μg/m3,202010,22
21,龍潭,5,氮氧化物,NOx,ppb,202010,7.6
21,龍潭,6,一氧化氮,NO,ppb,202010,1.7
21,龍潭,7,二氧化氮,NO2,ppb,202010,5.9
21,龍潭,10,風速,WIND_SPEED,m/sec,202010,5.3
21,龍潭,14,溫度,AMB_TEMP,℃,202010,23
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202010,10
21,龍潭,38,相對濕度,RH,%,202010,80
21,龍潭,143,小時風速值,WS_HR,m/sec,202010,5.1
22,湖口,1,二氧化硫,SO2,ppb,202010,1.9
22,湖口,2,一氧化碳,CO,ppm,202010,0.22
22,湖口,3,臭氧,O3,ppb,202010,44.5
22,湖口,4,懸浮微粒,PM10,μg/m3,202010,26
22,湖口,5,氮氧化物,NOx,ppb,202010,7.6
22,湖口,6,一氧化氮,NO,ppb,202010,1
22,湖口,7,二氧化氮,NO2,ppb,202010,6.6
22,湖口,10,風速,WIND_SPEED,m/sec,202010,5.4
22,湖口,14,溫度,AMB_TEMP,℃,202010,24.6
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202010,12
22,湖口,38,相對濕度,RH,%,202010,73
22,湖口,143,小時風速值,WS_HR,m/sec,202010,5
23,竹東,1,二氧化硫,SO2,ppb,202010,x
23,竹東,2,一氧化碳,CO,ppm,202010,0.2
23,竹東,3,臭氧,O3,ppb,202010,40.6
23,竹東,4,懸浮微粒,PM10,μg/m3,202010,19
78,馬公,4,懸浮微粒,PM10,μg/m3,202010,37
78,馬公,5,氮氧化物,NOx,ppb,202010,2.1
78,馬公,6,一氧化氮,NO,ppb,202010,0.8
78,馬公,7,二氧化氮,NO2,ppb,202010,1.3
80,關山,33,細懸浮微粒,PM2.5,μg/m3,202010,7
80,關山,14,溫度,AMB_TEMP,℃,202010,23.9
80,關山,10,風速,WIND_SPEED,m/sec,202010,1.7
14,古亭,7,二氧化氮,NO2,ppb,202010,9.6
14,古亭,6,一氧化氮,NO,ppb,202010,1.7
14,古亭,5,氮氧化物,NOx,ppb,202010,11.3
14,古亭,4,懸浮微粒,PM10,μg/m3,202010,23
14,古亭,3,臭氧,O3,ppb,202010,37.2
14,古亭,2,一氧化碳,CO,ppm,202010,0.27
14,古亭,1,二氧化硫,SO2,ppb,202010,1.6
13,萬華,143,小時風速值,WS_HR,m/sec,202010,2.1
13,萬華,38,相對濕度,RH,%,202010,73
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202010,10
13,萬華,14,溫度,AMB_TEMP,℃,202010,24.9
10,淡水,10,風速,WIND_SPEED,m/sec,202010,x
10,淡水,14,溫度,AMB_TEMP,℃,202010,x
80,關山,7,二氧化氮,NO2,ppb,202010,2.6
53,楠梓,4,懸浮微粒,PM10,μg/m3,202010,53
53,楠梓,5,氮氧化物,NOx,ppb,202010,15.4
53,楠梓,6,一氧化氮,NO,ppb,202010,2.1
7,新莊,143,小時風速值,WS_HR,m/sec,202010,3.6
8,菜寮,1,二氧化硫,SO2,ppb,202010,1.5
8,菜寮,2,一氧化碳,CO,ppm,202010,0.34
8,菜寮,3,臭氧,O3,ppb,202010,38.4
8,菜寮,4,懸浮微粒,PM10,μg/m3,202010,25
27,三義,32,降雨強度,RAIN_INT,㎜,202010,0.9
27,三義,22,導電度,RAIN_COND,μmho/cm,202010,16.3
27,三義,21,酸雨,PH_RAIN,pH,202010,6.3
27,三義,14,溫度,AMB_TEMP,℃,202010,23
27,三義,10,風速,WIND_SPEED,m/sec,202010,4.1
27,三義,7,二氧化氮,NO2,ppb,202010,5.6
27,三義,6,一氧化氮,NO,ppb,202010,1.4
27,三義,5,氮氧化物,NOx,ppb,202010,7
27,三義,4,懸浮微粒,PM10,μg/m3,202010,23
27,三義,3,臭氧,O3,ppb,202010,36.3
27,三義,2,一氧化碳,CO,ppm,202010,0.21
27,三義,1,二氧化硫,SO2,ppb,202010,1.9
26,苗栗,143,小時風速值,WS_HR,m/sec,202010,2.7
26,苗栗,38,相對濕度,RH,%,202010,71
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202010,12
26,苗栗,14,溫度,AMB_TEMP,℃,202010,25.7
26,苗栗,10,風速,WIND_SPEED,m/sec,202010,3.1
26,苗栗,7,二氧化氮,NO2,ppb,202010,8.7
26,苗栗,6,一氧化氮,NO,ppb,202010,1.9
26,苗栗,5,氮氧化物,NOx,ppb,202010,10.6
26,苗栗,4,懸浮微粒,PM10,μg/m3,202010,28
26,苗栗,3,臭氧,O3,ppb,202010,33.1
